year,day,hr,min,sec,Np,Tp,Alpha_ratio,Vp,V_rtn_r,V_rtn_t,V_rtn_n,V_gse_x,V_gse_y,V_gse_z,V_gsm_x,V_gsm_y,V_gsm_z,B_rtn_r,B_rtn_t,B_rtn_n,B_gse_x,B_gse_y,B_gse_z,B_gsm_x,B_gsm_y,B_gsm_z,Bmag,pos_gse_x,pos_gse_y,pos_gse_z,pos_gsm_x,pos_gsm_y,pos_gsm_z
2002.0,152.0,1.0,29.86904761904762,28.872404761904757,,,,318.8336011904762,318.3550297619047,17.109285714285722,2.4115178571428566,-318.37973214285694,-16.812499999999986,0.2126190476190474,-318.37973214285694,-15.743839285714282,-6.437321428571429,0.9120952380952387,-1.4384107142857137,0.8895714285714286,-0.9102916666666667,1.3165773809523817,1.0631369047619048,-0.9102916666666667,0.9627857142857144,1.3702797619047626,2.107999999999999,1540000.0,219000.0,-14375.0,1540000.0,214416.66666666666,46880.95238095238
2002.0,152.0,4.0,29.597633136094675,29.15832544378698,,,,320.47846153846143,319.85733727810657,18.533609467455605,6.667514792899406,-319.88597633136084,-18.758934911242598,4.256479289940828,-319.88597633136084,-18.953550295857976,-1.481183431952662,1.8849112426035508,-1.7371360946745564,-0.26389349112426036,-1.8823431952662724,1.7592544378698234,-0.043698224852071074,-1.8823431952662724,1.7450828402366856,0.21865088757396461,2.815082840236685,1542662.7218934912,218467.45562130178,-13757.396449704142,1542662.7218934912,217798.81656804733,19964.201183431953
2002.0,152.0,7.005917159763314,29.502958579881657,29.536869822485205,,,,332.614349112426,331.8541420118345,21.616390532544376,2.864142011834319,-331.88476331360937,-21.323639053254443,0.09550295857988193,-331.88476331360937,-21.32174556213017,-2.612159763313608,0.3992662721893488,-1.6673431952662723,1.2168934911242606,-0.3971893491124261,1.5017514792899418,1.416739644970414,-0.3971893491124261,1.4834852071005922,1.4725325443786987,3.0816686390532526,1550000.0,218000.0,-13136.686390532544,1550000.0,217911.2426035503,-8364.547928994083
2002.0,152.0,10.0,29.607142857142858,28.58776785714285,,,,331.28749999999997,330.2514285714286,24.817976190476195,-6.663095238095237,-330.2841964285714,-23.3053869047619,-9.757232142857143,-330.2841964285714,-23.79952380952382,-9.044761904761906,-0.27446428571428577,-1.1159642857142853,0.9211785714285706,0.27582738095238096,0.990880952380952,1.0542083333333325,0.27582738095238096,1.036375,1.0073690476190478,2.2307023809523807,1550000.0,217053.57142857142,-12520.238095238095,1550000.0,216327.38095238095,-22761.904761904763
2002.0,152.0,12.994082840236686,29.692307692307693,28.778757396449702,,,,318.7929289940829,317.7453846153847,23.566301775147924,-10.266420118343198,-317.7751775147927,-21.630295857988163,-13.173047337278101,-317.7751775147927,-21.649053254437863,-11.06920118343195,0.6036627218934911,-1.4007514792899411,0.06302958579881657,-0.6017100591715976,1.3825976331360945,0.2385562130177514,-0.6017100591715976,1.3805029585798811,0.2154852071005917,2.0808520710059186,1550000.0,216650.8875739645,-11902.958579881657,1550000.0,216390.5325443787,-13833.846153846154
2002.0,152.0,16.0,29.597633136094675,29.15832544378698,,,,321.8829289940829,320.66582840236686,27.647426035502964,-2.1790828402366866,-320.70476331360925,-26.692633136094667,-5.6625147928994055,-320.70476331360925,-26.022692307692303,-5.833313609467456,0.324360946745562,-2.0564615384615386,-0.3293609467455621,-0.3213786982248521,2.0820473372781048,-0.0681893491124259,-0.3213786982248521,2.1065857988165666,0.2293550295857983,2.971349112426037,1550000.0,216000.0,-11282.24852071006,1550000.0,215378.69822485207,16220.391715976333
2002.0,152.0,19.005917159763314,29.502958579881657,29.536869822485205,15.141382352941177,28194.117647058825,0.028959803921568633,336.20091715976343,335.32079881656813,20.778727810650892,0.1961538461538461,-335.34997041420127,-20.15742603550296,-2.442455621301774,-335.34997041420127,-19.337988165680482,-5.327396449704143,2.3751893491124254,-2.8343254437869834,-1.4511420118343192,-2.3707810650887575,2.997781065088757,-1.0832840236686387,-2.3707810650887575,3.1751301775147907,-0.21942603550295858,4.843366863905328,1550000.0,215213.0177514793,-10659.171597633136,1550000.0,210118.34319526626,47692.89940828402
2002.0,152.0,22.0,29.607142857142858,28.58776785714285,19.52239583333333,30309.22619047619,0.03259880952380953,351.5330654761905,351.38419642857133,-2.3679761904761896,6.265029761904763,-351.38249999999994,2.063422619047619,6.4899107142857115,-351.38249999999994,-0.14696428571428571,6.768452380952383,1.4289821428571428,3.522970238095238,-4.890553571428571,-1.4327440476190483,-2.8776964285714293,-5.294994047619049,-1.4327440476190483,-1.013297619047619,-5.945142857142859,6.816339285714283,1550000.0,214785.7142857143,-10038.30357142857,1550000.0,206315.47619047618,59828.57142857143
2002.0,153.0,0.9940828402366864,29.680473372781066,28.48984615384616,12.019872781065091,84164.79289940829,0.03489674556213018,377.4828106508875,375.34683431952647,-14.07414201183432,-29.98476331360946,-375.3196745562132,18.269822485207104,-27.999585798816575,-375.3196745562132,25.836982248520716,-24.230236686390523,-1.13792899408284,5.771242603550298,-1.5358520710059174,1.1302248520710059,-5.533757396449704,-2.2496627218934915,1.1302248520710059,-4.754520710059172,-3.632899408284024,8.917426035502961,1550000.0,214000.0,-9414.733727810652,1550000.0,208502.95857988167,48938.46153846154
2002.0,153.0,4.0,29.579881656804734,29.222911242603555,9.99090828402367,132960.65088757395,0.018821005917159774,390.362573964497,387.8709763313609,-27.06917159763314,-28.663106508875728,-387.8257396449706,31.011952662721896,-25.05204142011834,-387.8257396449706,34.55976331360947,-22.898550295857994,-2.70491124260355,4.447142011834313,3.2518343195266284,2.6979822485207112,-4.824857988165681,2.666562130177515,2.6979822485207112,-5.045692307692309,1.877591715976331,8.3992899408284,1550000.0,213349.1124260355,-8791.479289940828,1550000.0,212218.9349112426,22691.36094674556
2002.0,153.0,7.005917159763314,29.485207100591715,29.60146153846154,10.57288165680473,137446.74556213018,0.016086094674556208,392.74923076923073,390.19426035502966,-7.384911242603553,-38.12218934911241,-390.17473372781063,12.677071005917147,-36.910857988165674,-390.17473372781063,13.140295857988171,-38.52730769230769,-4.585982248520712,2.97339053254438,1.3938402366863905,4.581467455621299,-3.131615384615386,1.0087278106508875,4.581467455621299,-3.177816568047339,0.9819940828402365,7.53266272189349,1550000.0,212911.2426035503,-8168.284023668639,1550000.0,212733.7278106509,-4932.9798816568045
2002.0,153.0,10.0,29.595238095238095,28.301767857142856,10.041613095238095,140383.92857142858,0.018354166666666668,399.21627976190473,396.82648809523795,9.668720238095238,-37.84014880952381,-396.8310119047619,-4.267797619047624,-38.77577380952381,-396.8310119047619,-6.4513095238095195,-38.87994047619046,-3.887119047619044,3.790309523809524,0.15283333333333324,3.88179761904762,-3.784892857142857,-0.32523214285714275,3.88179761904762,-3.8087738095238115,-0.12494642857142776,7.269136904761904,1550000.0,212000.0,-7546.8452380952385,1550000.0,211345.2380952381,-19010.119047619046
2002.0,153.0,12.994082840236686,29.680473372781066,28.48984615384616,9.300863905325444,120051.47928994083,0.02073727810650887,403.7996153846154,400.26689349112434,10.028550295857992,-50.44677514792901,-400.2694378698224,-3.0342011834319527,-51.32665680473373,-400.2694378698224,-3.818136094674556,-49.47097633136095,-3.634088757396453,2.1910710059171605,-6.177029585798818,3.632384615384617,-1.4010887573964494,-6.403562130177516,3.632384615384617,-1.482431952662722,-6.397224852071005,8.067668639053256,1550000.0,211479.2899408284,-6925.502958579882,1550000.0,211000.0,-10296.178698224852
2002.0,153.0,16.0,29.579881656804734,29.222911242603555,9.506600591715973,135334.31952662722,0.020687278106508885,412.9672485207103,410.2999112426037,17.286065088757404,-36.78207100591715,-410.31517751479316,-11.941094674556215,-38.68325443786983,-410.31517751479316,-7.910798816568052,-36.87461538461536,-2.4689763313609476,2.8686804733727813,-2.152940828402368,2.465443786982249,-2.578266272189349,-2.4968639053254447,2.465443786982249,-2.3885384615384604,-2.8679467455621306,7.813828402366864,1550000.0,211000.0,-6301.183431952662,1550000.0,209834.31952662722,19058.816568047336
2002.0,153.0,19.005917159763314,29.485207100591715,29.60146153846154,7.475192307692304,135985.2071005917,0.012062426035502956,418.292573964497,416.63088757396446,21.197337278106506,-24.704763313609458,-416.65428994082856,-17.334437869822477,-27.19289940828402,-416.65428994082856,-9.68834319526627,-28.86032544378697,-1.8055976331360943,7.574710059171596,3.560917159763314,1.794331360946746,-7.9653254437869805,2.5788106508875743,1.794331360946746,-8.25356804733728,0.41025443786982246,9.803236686390527,1550000.0,210029.58579881658,-5674.615384615385,1550000.0,204171.5976331361,49744.97041420118
2002.0,153.0,22.0,29.595238095238095,28.301767857142856,7.101898809523812,151270.83333333334,0.013147023809523808,410.2438095238094,407.31839285714295,7.062529761904763,-41.72458333333334,-407.3188095238097,-1.183273809523811,-42.29523809523808,-407.3188095238097,12.287738095238096,-40.49431547619046,-3.2323630952380955,1.7850654761904763,-3.309077380952383,3.230535714285714,-1.358660714285714,-3.507452380952384,3.230535714285714,-0.1749821428571431,-3.7433154761904754,8.158410714285715,1550000.0,209577.38095238095,-5049.821428571428,1550000.0,200273.80952380953,61573.80952380953
